customerid,recency,frequency,monetary,first_purchase,last_purchase,total_items,r_score,f_score,m_score,rfm_score,customer_segment
14232,43,5,2048.07,2011-03-20 12:44:00,2011-10-28 11:09:00,1941,3,4,4,11,Loyal Customers
14233,49,4,1462.72,2011-01-26 12:43:00,2011-10-21 15:54:00,680,3,4,4,11,Loyal Customers
14234,22,4,775.46,2011-10-13 13:58:00,2011-11-17 17:53:00,963,4,4,3,11,Loyal Customers
14235,75,5,3144.86,2011-03-24 13:23:00,2011-09-25 14:37:00,1959,2,4,5,11,At Risk
14236,81,2,490.86,2010-12-02 18:49:00,2011-09-20 09:13:00,310,2,3,3,8,At Risk
14237,373,1,161.0,2010-12-01 13:20:00,2010-12-01 13:20:00,38,1,1,1,3,Lost Customers
14238,326,1,146.85,2011-01-17 14:40:00,2011-01-17 14:40:00,111,1,1,1,3,Lost Customers
14239,43,11,2380.85,2011-01-27 14:45:00,2011-10-27 14:40:00,993,3,5,5,13,Loyal Customers
14240,30,2,890.34,2011-04-28 11:40:00,2011-11-09 13:45:00,418,4,3,3,10,Potential Loyalists
14241,184,1,213.70000000000002,2011-06-09 11:46:00,2011-06-09 11:46:00,146,1,1,1,3,Lost Customers
14242,235,2,280.55,2011-01-18 08:53:00,2011-04-19 11:46:00,123,1,3,2,6,At Risk
14243,9,10,2588.77,2010-12-09 08:34:00,2011-12-01 11:12:00,1221,5,5,5,15,Champions
14245,220,2,1693.45,2011-03-21 10:41:00,2011-05-04 08:40:00,976,1,3,4,8,At Risk
14246,111,3,1474.06,2011-04-08 08:25:00,2011-08-21 11:50:00,804,2,3,4,9,At Risk
14247,278,1,136.76999999999998,2011-03-06 15:21:00,2011-03-06 15:21:00,47,1,1,1,3,Lost Customers
14248,318,1,302.58,2011-01-25 14:45:00,2011-01-25 14:45:00,102,1,1,2,4,Lost Customers
14250,7,3,1904.05,2011-09-11 13:44:00,2011-12-02 14:30:00,1200,5,3,4,12,Potential Loyalists
14251,2,5,2879.7000000000003,2011-10-13 12:46:00,2011-12-08 08:32:00,1674,5,4,5,14,Champions
14256,260,2,969.0600000000001,2010-12-10 11:44:00,2011-03-24 13:17:00,414,1,3,4,8,At Risk
14257,64,5,3099.7200000000003,2011-01-25 10:49:00,2011-10-06 16:54:00,1682,3,4,5,12,Loyal Customers
14258,9,9,12669.98,2011-01-06 12:18:00,2011-11-30 15:27:00,7100,5,5,5,15,Champions
14259,142,1,120.0,2011-07-21 10:44:00,2011-07-21 10:44:00,68,2,1,1,4,Lost Customers
14261,51,2,1163.45,2011-09-22 10:47:00,2011-10-20 10:04:00,406,3,3,4,10,Needs Attention
14262,8,8,2618.23,2011-04-13 12:23:00,2011-12-01 14:17:00,1645,5,5,5,15,Champions
14264,155,2,333.97,2011-04-08 12:20:00,2011-07-08 10:20:00,70,2,3,2,7,At Risk
14265,109,2,530.18,2011-07-14 09:10:00,2011-08-22 13:32:00,330,2,3,3,8,At Risk
14267,163,3,1516.24,2011-03-24 11:38:00,2011-06-30 10:09:00,530,2,3,4,9,At Risk
14270,332,1,492.65000000000003,2011-01-12 09:33:00,2011-01-12 09:33:00,197,1,1,3,5,Lost Customers
14271,226,1,112.32,2011-04-28 12:47:00,2011-04-28 12:47:00,88,1,1,1,3,Lost Customers
14272,74,2,437.96,2011-03-30 13:57:00,2011-09-27 10:08:00,599,2,3,2,7,At Risk
14273,51,4,559.97,2011-04-11 13:24:00,2011-10-19 13:20:00,264,3,4,3,10,Loyal Customers
14276,99,3,1119.74,2011-02-23 09:38:00,2011-09-02 09:45:00,744,2,3,4,9,At Risk
14277,15,3,4216.2,2011-05-11 13:20:00,2011-11-24 15:01:00,1984,4,3,5,12,Potential Loyalists
14280,197,1,134.04,2011-05-27 10:37:00,2011-05-27 10:37:00,52,1,1,1,3,Lost Customers
14282,3,15,3729.34,2010-12-07 12:21:00,2011-12-06 17:04:00,2668,5,5,5,15,Champions
14284,31,2,595.25,2011-09-14 13:04:00,2011-11-09 08:11:00,161,4,3,3,10,Potential Loyalists
14285,21,4,1910.01,2011-06-16 12:36:00,2011-11-18 14:50:00,541,4,4,4,12,Champions
14286,24,3,4628.75,2011-04-11 08:16:00,2011-11-16 10:34:00,4338,4,3,5,12,Potential Loyalists
14287,8,3,176.63,2011-05-25 11:41:00,2011-12-01 13:25:00,261,5,3,1,9,Potential Loyalists
14288,213,1,426.6,2011-05-10 13:22:00,2011-05-10 13:22:00,188,1,1,2,4,Lost Customers
14289,9,6,911.26,2011-02-23 12:33:00,2011-12-01 11:44:00,292,5,5,3,13,Loyal Customers
14290,11,5,2314.65,2010-12-13 10:24:00,2011-11-28 14:02:00,915,5,4,5,14,Champions
14291,2,11,3883.25,2011-03-09 15:20:00,2011-12-08 10:26:00,2749,5,5,5,15,Champions
14292,8,9,4871.93,2011-03-02 08:26:00,2011-12-02 11:50:00,1663,5,5,5,15,Champions
14293,3,4,1046.56,2010-12-06 10:18:00,2011-12-06 15:17:00,709,5,4,4,13,Champions
14295,40,1,166.20000000000002,2011-10-30 15:50:00,2011-10-30 15:50:00,84,3,1,1,5,Needs Attention
14297,18,4,1305.33,2011-03-10 08:31:00,2011-11-22 09:06:00,865,4,4,4,12,Champions
14298,8,44,51527.3,2010-12-14 12:59:00,2011-12-01 13:12:00,58343,5,5,5,15,Champions
14299,8,9,3965.62,2010-12-09 10:30:00,2011-12-01 16:05:00,2149,5,5,5,15,Champions
14300,19,1,43.2,2011-11-21 08:57:00,2011-11-21 08:57:00,32,4,1,1,6,Potential Loyalists
14301,117,1,640.14,2011-08-14 15:33:00,2011-08-14 15:33:00,606,2,1,3,6,Lost Customers
14304,223,1,383.45,2011-05-01 11:50:00,2011-05-01 11:50:00,139,1,1,2,4,Lost Customers
14305,71,3,1858.96,2011-07-27 14:14:00,2011-09-29 15:29:00,1089,3,3,4,10,Needs Attention
14306,51,2,2093.32,2011-09-15 10:31:00,2011-10-19 13:23:00,1075,3,3,5,11,Needs Attention
14307,89,6,2995.72,2010-12-01 11:41:00,2011-09-12 09:38:00,2058,2,5,5,12,At Risk
14309,8,9,2352.53,2010-12-16 13:05:00,2011-12-01 13:33:00,1633,5,5,5,15,Champions
14311,243,1,310.26,2011-04-11 10:14:00,2011-04-11 10:14:00,146,1,1,2,4,Lost Customers
14312,47,6,1611.59,2011-01-06 16:35:00,2011-10-24 09:46:00,1012,3,5,4,12,Loyal Customers
14314,107,1,120.0,2011-08-25 10:39:00,2011-08-25 10:39:00,296,2,1,1,4,Lost Customers
14315,45,6,2481.13,2011-03-18 12:59:00,2011-10-26 12:06:00,1021,3,5,5,13,Loyal Customers
14317,65,1,508.58000000000004,2011-10-06 10:44:00,2011-10-06 10:44:00,255,3,1,3,7,Needs Attention
14320,207,2,477.79,2011-01-11 09:12:00,2011-05-17 09:24:00,325,1,3,2,6,At Risk
14321,11,5,1530.75,2011-01-10 11:35:00,2011-11-29 09:47:00,2406,5,4,4,13,Champions
14323,115,2,605.0600000000001,2011-04-15 11:44:00,2011-08-17 11:37:00,350,2,3,3,8,At Risk
14326,242,1,183.85,2011-04-11 15:04:00,2011-04-11 15:04:00,103,1,1,1,3,Lost Customers
14327,163,1,311.65,2011-06-29 13:58:00,2011-06-29 13:58:00,139,2,1,2,5,Lost Customers
14329,17,7,5014.84,2011-01-14 13:42:00,2011-11-22 15:50:00,3095,4,5,5,14,Champions
14331,124,2,462.65999999999997,2011-07-27 15:14:00,2011-08-07 13:17:00,252,2,3,2,7,At Risk
14332,23,3,866.31,2011-07-15 10:33:00,2011-11-17 11:54:00,481,4,3,3,10,Potential Loyalists
14333,68,1,415.2,2011-10-03 10:38:00,2011-10-03 10:38:00,58,3,1,2,6,Needs Attention
14334,17,8,2552.21,2010-12-16 17:37:00,2011-11-23 10:01:00,1731,4,5,5,14,Champions
14335,16,2,468.26,2011-09-04 13:07:00,2011-11-23 13:41:00,379,4,3,2,9,Potential Loyalists
14336,17,4,1614.91,2011-03-08 16:48:00,2011-11-23 11:40:00,1759,4,4,4,12,Champions
14338,161,2,588.22,2011-05-27 13:30:00,2011-07-01 14:08:00,335,2,3,3,8,At Risk
14339,243,1,309.52,2011-04-11 11:06:00,2011-04-11 11:06:00,168,1,1,2,4,Lost Customers
14340,219,1,134.7,2011-05-05 09:44:00,2011-05-05 09:44:00,58,1,1,1,3,Lost Customers
14341,45,8,2182.28,2011-01-25 13:55:00,2011-10-25 15:48:00,1403,3,5,5,13,Loyal Customers
14342,21,4,668.5600000000001,2011-05-13 13:50:00,2011-11-18 13:21:00,347,4,4,3,11,Loyal Customers
14344,127,8,889.9300000000001,2010-12-06 11:58:00,2011-08-04 13:51:00,477,2,5,3,10,At Risk
14345,39,1,108.97999999999999,2011-11-01 09:51:00,2011-11-01 09:51:00,50,3,1,1,5,Needs Attention
14346,121,2,1021.58,2011-02-15 13:52:00,2011-08-11 09:47:00,605,2,3,4,9,At Risk
14348,260,1,409.57,2011-03-24 16:23:00,2011-03-24 16:23:00,183,1,1,2,4,Lost Customers
14349,10,1,133.5,2011-11-29 15:39:00,2011-11-29 15:39:00,86,5,1,1,7,Potential Loyalists
14350,274,1,282.93,2011-03-10 14:14:00,2011-03-10 14:14:00,183,1,1,2,4,Lost Customers
14351,165,1,51.0,2011-06-28 11:56:00,2011-06-28 11:56:00,12,2,1,1,4,Lost Customers
14352,157,4,1078.96,2011-03-11 14:58:00,2011-07-05 15:41:00,538,2,4,4,10,At Risk
14353,215,1,90.6,2011-05-08 16:06:00,2011-05-08 16:06:00,64,1,1,1,3,Lost Customers
14354,6,2,163.62,2011-11-09 15:36:00,2011-12-04 11:32:00,210,5,3,1,9,Potential Loyalists
14355,366,1,174.4,2010-12-09 12:16:00,2010-12-09 12:16:00,92,1,1,1,3,Lost Customers
14356,80,2,701.23,2011-09-19 14:43:00,2011-09-21 09:18:00,277,2,3,3,8,At Risk
14357,43,1,225.77,2011-10-27 16:23:00,2011-10-27 16:23:00,148,3,1,1,5,Needs Attention
14359,19,3,912.18,2011-09-13 09:03:00,2011-11-20 13:17:00,371,4,3,3,10,Potential Loyalists
14360,32,4,2128.23,2011-09-06 11:58:00,2011-11-08 09:12:00,1151,4,4,5,13,Champions
14362,22,1,161.2,2011-11-17 15:08:00,2011-11-17 15:08:00,100,4,1,1,6,Potential Loyalists
14364,109,8,3717.35,2011-05-12 12:56:00,2011-08-23 11:01:00,1967,2,5,5,12,At Risk
14367,8,16,9261.52,2011-03-08 14:12:00,2011-12-01 13:19:00,4438,5,5,5,15,Champions
14368,320,1,155.0,2011-01-24 09:52:00,2011-01-24 09:52:00,36,1,1,1,3,Lost Customers
14371,295,1,100.5,2011-02-17 16:35:00,2011-02-17 16:35:00,34,1,1,1,3,Lost Customers
14373,358,1,76.55,2010-12-16 15:40:00,2010-12-16 15:40:00,17,1,1,1,3,Lost Customers
14375,185,1,257.68,2011-06-07 13:44:00,2011-06-07 13:44:00,194,1,1,2,4,Lost Customers
14377,191,2,617.05,2011-03-22 13:38:00,2011-06-01 13:32:00,219,1,3,3,7,At Risk
14379,44,2,348.1,2011-02-17 15:03:00,2011-10-26 16:43:00,292,3,3,2,8,Needs Attention
14381,52,1,202.68,2011-10-18 17:10:00,2011-10-18 17:10:00,146,3,1,1,5,Needs Attention
14382,26,1,626.0699999999999,2011-11-13 16:18:00,2011-11-13 16:18:00,1237,4,1,3,8,Potential Loyalists
14383,38,3,1247.69,2011-06-29 10:18:00,2011-11-01 15:53:00,817,3,3,4,10,Needs Attention
14385,9,3,202.11,2011-11-16 11:55:00,2011-11-30 15:36:00,159,5,3,1,9,Potential Loyalists
14386,297,1,142.4,2011-02-16 09:45:00,2011-02-16 09:45:00,54,1,1,1,3,Lost Customers
14387,33,3,1770.56,2011-08-22 14:13:00,2011-11-07 12:29:00,819,4,3,4,11,Potential Loyalists
14388,10,8,3212.84,2010-12-02 11:02:00,2011-11-29 13:32:00,1941,5,5,5,15,Champions
14389,65,2,1043.46,2011-06-02 12:04:00,2011-10-05 15:17:00,729,3,3,4,10,Needs Attention
14390,10,9,4652.82,2010-12-02 11:57:00,2011-11-29 13:49:00,2136,5,5,5,15,Champions
14393,218,1,67.95,2011-05-05 18:16:00,2011-05-05 18:16:00,13,1,1,1,3,Lost Customers
14395,2,9,3507.71,2010-12-02 18:15:00,2011-12-07 14:34:00,1693,5,5,5,15,Champions
14396,65,2,487.99,2010-12-03 15:19:00,2011-10-05 16:09:00,225,3,3,2,8,Needs Attention
14397,3,19,2612.96,2011-05-10 12:25:00,2011-12-07 09:22:00,1890,5,5,5,15,Champions
14400,149,1,574.7,2011-07-13 15:50:00,2011-07-13 15:50:00,454,2,1,3,6,Lost Customers
14401,4,13,4051.48,2010-12-15 09:07:00,2011-12-05 13:30:00,4507,5,5,5,15,Champions
14403,130,4,1475.81,2011-04-06 14:23:00,2011-08-01 12:57:00,519,2,4,4,10,At Risk
14404,34,6,1474.32,2010-12-05 16:00:00,2011-11-06 12:30:00,839,3,5,4,12,Loyal Customers
14406,119,1,156.75,2011-08-12 16:54:00,2011-08-12 16:54:00,77,2,1,1,4,Lost Customers
14407,107,6,2157.73,2011-03-08 11:59:00,2011-08-24 14:02:00,1415,2,5,5,12,At Risk
14408,11,7,2606.53,2011-03-20 14:41:00,2011-11-29 11:41:00,1616,5,5,5,15,Champions
14409,71,6,2059.4500000000003,2010-12-06 15:03:00,2011-09-29 18:18:00,1230,3,5,5,13,Loyal Customers
14410,92,9,1105.07,2011-02-07 09:36:00,2011-09-08 15:08:00,571,2,5,4,11,At Risk
14411,311,1,1063.0,2011-02-02 10:56:00,2011-02-02 10:56:00,196,1,1,4,6,Lost Customers
14412,43,2,770.03,2011-09-28 08:48:00,2011-10-28 10:45:00,786,3,3,3,9,Needs Attention
14413,362,1,122.7,2010-12-12 13:37:00,2010-12-12 13:37:00,68,1,1,1,3,Lost Customers
14414,92,7,1496.98,2010-12-16 11:11:00,2011-09-09 12:09:00,2512,2,5,4,11,At Risk
14415,1,13,5900.28,2010-12-14 13:31:00,2011-12-08 14:38:00,3011,5,5,5,15,Champions
14416,22,2,490.22,2011-10-28 15:10:00,2011-11-17 15:22:00,326,4,3,3,10,Potential Loyalists
14418,4,3,1937.25,2011-08-23 17:18:00,2011-12-06 11:39:00,1711,5,3,4,12,Potential Loyalists
14419,11,6,1058.06,2010-12-10 10:56:00,2011-11-29 11:22:00,487,5,5,4,14,Champions
14420,99,1,387.52,2011-09-01 18:07:00,2011-09-01 18:07:00,334,2,1,2,5,Lost Customers
14421,57,2,813.11,2011-05-12 10:49:00,2011-10-13 13:24:00,365,3,3,3,9,Needs Attention
14422,1,6,4263.64,2011-03-17 17:26:00,2011-12-09 11:26:00,2906,5,5,5,15,Champions
14423,218,1,265.2,2011-05-05 15:12:00,2011-05-05 15:12:00,120,1,1,2,4,Lost Customers
14424,18,1,322.08,2011-11-22 11:48:00,2011-11-22 11:48:00,48,4,1,2,7,Potential Loyalists
14426,24,10,4481.67,2011-01-31 09:51:00,2011-11-16 12:25:00,2699,4,5,5,14,Champions
14427,50,2,363.34000000000003,2011-10-07 09:10:00,2011-10-20 14:23:00,228,3,3,2,8,Needs Attention
14428,7,5,1244.83,2011-01-18 16:39:00,2011-12-02 13:17:00,436,5,4,4,13,Champions
14431,303,1,470.36,2011-02-10 10:40:00,2011-02-10 10:40:00,130,1,1,2,4,Lost Customers
14432,10,6,2255.51,2011-09-11 14:09:00,2011-11-30 08:04:00,2070,5,5,5,15,Champions
14434,22,6,1372.8,2011-09-28 15:31:00,2011-11-18 08:56:00,368,4,5,4,13,Champions
14436,99,1,89.06,2011-09-02 10:13:00,2011-09-02 10:13:00,129,2,1,1,4,Lost Customers
14437,366,1,63.0,2010-12-09 09:27:00,2010-12-09 09:27:00,60,1,1,1,3,Lost Customers
14438,306,1,131.9,2011-02-06 14:56:00,2011-02-06 14:56:00,82,1,1,1,3,Lost Customers
14439,320,1,2661.24,2011-01-24 11:39:00,2011-01-24 11:39:00,526,1,1,5,7,Lost Customers
14440,8,5,2357.6800000000003,2010-12-09 12:49:00,2011-12-01 15:42:00,588,5,4,5,14,Champions
14441,1,4,1712.89,2011-03-29 12:01:00,2011-12-09 09:07:00,446,5,4,4,13,Champions
14442,205,2,1589.82,2011-01-27 09:33:00,2011-05-19 11:36:00,482,1,3,4,8,At Risk
14443,54,4,1420.2,2010-12-06 11:03:00,2011-10-17 10:10:00,938,3,4,4,11,Loyal Customers
14446,1,4,1039.58,2011-04-07 12:10:00,2011-12-09 11:34:00,933,5,4,4,13,Champions
14447,19,5,1163.23,2011-03-04 10:49:00,2011-11-21 08:28:00,571,4,4,4,12,Champions
14448,9,2,375.35,2010-12-10 17:26:00,2011-11-30 13:50:00,104,5,3,2,10,Potential Loyalists
14449,19,4,907.1,2010-12-02 14:09:00,2011-11-21 12:06:00,757,4,4,3,11,Loyal Customers
14450,181,3,483.25,2011-01-23 11:53:00,2011-06-12 10:46:00,241,1,3,2,6,At Risk
14451,60,2,662.59,2011-05-29 12:35:00,2011-10-10 13:38:00,389,3,3,3,9,Needs Attention
14452,11,2,264.44,2011-09-07 11:32:00,2011-11-29 12:06:00,119,5,3,2,10,Potential Loyalists
14453,190,1,119.93,2011-06-02 14:15:00,2011-06-02 14:15:00,49,1,1,1,3,Lost Customers
14456,5,9,3062.4,2011-07-20 13:06:00,2011-12-04 13:59:00,2908,5,5,5,15,Champions
14457,311,1,113.64,2011-02-02 09:39:00,2011-02-02 09:39:00,88,1,1,1,3,Lost Customers
14459,155,1,1837.92,2011-07-07 13:35:00,2011-07-07 13:35:00,760,2,1,4,7,Lost Customers
14460,110,3,434.34,2011-02-02 11:55:00,2011-08-21 14:19:00,881,2,3,2,7,At Risk
14461,148,3,2103.06,2011-03-23 12:15:00,2011-07-14 17:11:00,766,2,3,5,10,At Risk
14462,66,11,2004.02,2011-01-04 12:45:00,2011-10-04 15:55:00,964,3,5,4,12,Loyal Customers
14463,98,3,529.62,2011-05-18 14:42:00,2011-09-02 15:20:00,179,2,3,3,8,At Risk
14465,247,3,1058.6200000000001,2011-02-10 12:13:00,2011-04-07 12:38:00,405,1,3,4,8,At Risk
14466,29,7,2272.4,2010-12-02 13:36:00,2011-11-10 14:07:00,1006,4,5,5,14,Champions
14467,18,4,598.76,2011-01-31 12:35:00,2011-11-22 12:48:00,278,4,4,3,11,Loyal Customers
14470,12,2,461.19,2011-02-25 11:56:00,2011-11-28 10:31:00,193,5,3,2,10,Potential Loyalists
14472,104,8,1936.84,2010-12-19 14:03:00,2011-08-28 11:01:00,1160,2,5,4,11,At Risk
14473,74,2,234.34000000000003,2011-03-02 13:56:00,2011-09-26 15:10:00,88,2,3,1,6,At Risk
14474,46,1,547.66,2011-10-24 13:26:00,2011-10-24 13:26:00,140,3,1,3,7,Needs Attention
14475,72,3,925.85,2011-02-08 10:12:00,2011-09-29 10:46:00,447,3,3,3,9,Needs Attention
14476,257,1,215.7,2011-03-27 15:39:00,2011-03-27 15:39:00,132,1,1,1,3,Lost Customers
14477,20,4,1309.6,2011-02-15 15:44:00,2011-11-20 11:11:00,720,4,4,4,12,Champions
14479,254,2,316.25,2010-12-09 12:59:00,2011-03-31 09:07:00,117,1,3,2,6,At Risk
14480,11,1,279.05,2011-11-28 16:35:00,2011-11-28 16:35:00,143,5,1,2,8,Potential Loyalists
14481,165,2,636.51,2011-02-25 13:53:00,2011-06-28 10:38:00,489,2,3,3,8,At Risk
14482,18,6,2068.15,2011-04-14 16:41:00,2011-11-21 13:14:00,1646,4,5,5,14,Champions
14483,282,1,137.1,2011-03-03 10:26:00,2011-03-03 10:26:00,97,1,1,1,3,Lost Customers
14484,50,1,321.92,2011-10-20 14:11:00,2011-10-20 14:11:00,210,3,1,2,6,Needs Attention
14485,39,1,165.75,2011-11-01 12:25:00,2011-11-01 12:25:00,71,3,1,1,5,Needs Attention
14487,27,6,1196.33,2010-12-06 13:22:00,2011-11-13 12:17:00,735,4,5,4,13,Champions
14488,68,1,1064.28,2011-10-03 09:30:00,2011-10-03 09:30:00,799,3,1,4,8,Needs Attention
14489,207,1,463.38,2011-05-16 14:51:00,2011-05-16 14:51:00,299,1,1,2,4,Lost Customers
14491,175,2,340.93,2010-12-02 12:10:00,2011-06-17 15:22:00,139,2,3,2,7,At Risk
14493,7,5,2383.2400000000002,2011-07-07 16:59:00,2011-12-02 16:14:00,1285,5,4,5,14,Champions
14494,26,1,139.56,2011-11-14 09:21:00,2011-11-14 09:21:00,92,4,1,1,6,Potential Loyalists
14495,51,2,123.8,2011-08-10 14:13:00,2011-10-20 12:28:00,62,3,3,1,7,Needs Attention
14496,312,2,538.8100000000001,2010-12-01 15:35:00,2011-02-01 09:01:00,159,1,3,3,7,At Risk
14497,309,1,475.37,2011-02-03 17:01:00,2011-02-03 17:01:00,235,1,1,2,4,Lost Customers
14498,43,5,1957.32,2010-12-13 11:29:00,2011-10-28 12:09:00,1098,3,4,4,11,Loyal Customers
14499,26,3,815.32,2011-03-06 11:55:00,2011-11-13 13:01:00,501,4,3,3,10,Potential Loyalists
14500,88,3,356.85,2011-06-03 10:08:00,2011-09-12 16:45:00,117,2,3,2,7,At Risk
14501,184,2,251.21,2011-01-24 10:43:00,2011-06-09 12:02:00,161,1,3,2,6,At Risk
14502,20,11,2470.67,2011-01-30 15:52:00,2011-11-20 11:50:00,1498,4,5,5,14,Champions
14503,3,6,3543.26,2011-06-14 10:00:00,2011-12-06 13:30:00,2004,5,5,5,15,Champions
14504,47,4,673.26,2011-03-06 14:38:00,2011-10-23 16:00:00,308,3,4,3,10,Loyal Customers
14505,17,8,5905.64,2010-12-12 16:14:00,2011-11-22 15:45:00,2759,4,5,5,14,Champions
14506,17,5,2012.17,2010-12-05 14:25:00,2011-11-22 13:02:00,730,4,4,4,12,Champions
14507,24,6,1383.18,2011-03-08 17:23:00,2011-11-16 12:21:00,600,4,5,4,13,Champions
14508,22,2,276.42,2011-09-11 11:29:00,2011-11-17 19:48:00,131,4,3,2,9,Potential Loyalists
14511,11,5,1314.81,2011-07-29 12:13:00,2011-11-28 17:05:00,784,5,4,4,13,Champions
14512,188,2,275.28,2011-04-21 19:05:00,2011-06-05 12:39:00,122,1,3,2,6,At Risk
14513,101,3,455.59000000000003,2011-02-24 09:36:00,2011-08-31 11:25:00,361,2,3,2,7,At Risk
14514,61,3,1055.35,2011-01-12 15:22:00,2011-10-09 16:05:00,589,3,3,4,10,Needs Attention
14515,18,6,2102.09,2011-05-05 12:13:00,2011-11-22 11:37:00,1134,4,5,5,14,Champions
14517,33,2,330.45,2011-07-21 11:42:00,2011-11-06 14:20:00,91,4,3,2,9,Potential Loyalists
14518,64,1,174.37,2011-10-06 14:43:00,2011-10-06 14:43:00,278,3,1,1,5,Needs Attention
14520,2,2,270.6,2011-02-22 09:15:00,2011-12-08 09:46:00,146,5,3,2,10,Potential Loyalists
14522,24,4,974.54,2011-05-25 16:01:00,2011-11-15 13:24:00,525,4,4,4,12,Champions
14523,108,1,241.09,2011-08-23 13:13:00,2011-08-23 13:13:00,251,2,1,1,4,Lost Customers
14524,32,9,1867.68,2010-12-14 11:01:00,2011-11-08 12:29:00,676,4,5,4,13,Champions
14525,20,9,4332.2,2010-12-13 17:40:00,2011-11-20 11:37:00,2696,4,5,5,14,Champions
14527,3,55,8508.82,2010-12-05 13:17:00,2011-12-07 12:19:00,2089,5,5,5,15,Champions
14528,37,1,364.21999999999997,2011-11-02 17:09:00,2011-11-02 17:09:00,278,3,1,2,6,Needs Attention
14529,60,3,620.04,2011-08-21 14:10:00,2011-10-10 15:27:00,348,3,3,3,9,Needs Attention
14530,26,6,2925.91,2011-02-16 10:47:00,2011-11-14 10:38:00,1410,4,5,5,14,Champions
14532,236,4,932.85,2010-12-22 13:48:00,2011-04-17 13:05:00,284,1,4,3,8,At Risk
14533,25,7,1949.72,2010-12-22 11:07:00,2011-11-15 12:05:00,4019,4,5,4,13,Champions
14534,3,18,4447.05,2011-01-25 12:33:00,2011-12-07 12:19:00,2047,5,5,5,15,Champions
14535,60,3,2864.19,2011-04-05 12:50:00,2011-10-10 15:39:00,1831,3,3,5,11,Needs Attention
14536,260,1,171.8,2011-03-25 12:21:00,2011-03-25 12:21:00,40,1,1,1,3,Lost Customers
14537,58,1,355.56,2011-10-13 10:54:00,2011-10-13 10:54:00,120,3,1,2,6,Needs Attention
14538,65,2,388.25,2011-03-28 14:57:00,2011-10-06 10:31:00,155,3,3,2,8,Needs Attention
14539,16,2,537.48,2011-10-26 12:03:00,2011-11-24 09:50:00,428,4,3,3,10,Potential Loyalists
14540,10,3,996.26,2011-02-03 15:02:00,2011-11-30 10:15:00,421,5,3,4,12,Potential Loyalists
14541,59,8,1461.65,2011-01-24 14:16:00,2011-10-12 10:08:00,647,3,5,4,12,Loyal Customers
14542,186,1,103.25,2011-06-07 08:19:00,2011-06-07 08:19:00,19,1,1,1,3,Lost Customers
14543,29,16,3630.33,2010-12-10 11:51:00,2011-11-11 12:45:00,679,4,5,5,14,Champions
14544,24,2,2024.45,2010-12-13 12:50:00,2011-11-15 15:06:00,1543,4,3,4,11,Potential Loyalists
14546,5,5,2578.09,2011-04-05 12:37:00,2011-12-04 13:00:00,1317,5,4,5,14,Champions
14547,4,8,4007.54,2011-10-16 14:35:00,2011-12-06 11:06:00,2668,5,5,5,15,Champions
14548,151,2,652.8,2011-01-26 08:38:00,2011-07-12 12:19:00,256,2,3,3,8,At Risk
14549,311,1,289.24,2011-02-01 13:47:00,2011-02-01 13:47:00,136,1,1,2,4,Lost Customers
14550,11,2,765.62,2011-10-26 12:14:00,2011-11-29 12:12:00,394,5,3,3,11,Potential Loyalists
14551,18,2,186.23,2011-05-19 18:21:00,2011-11-21 13:36:00,106,4,3,1,8,Potential Loyalists
14552,152,1,165.07,2011-07-11 12:49:00,2011-07-11 12:49:00,91,2,1,1,4,Lost Customers
14553,19,5,859.27,2011-01-04 15:40:00,2011-11-20 13:20:00,493,4,4,3,11,Loyal Customers
14554,10,4,2381.04,2011-10-18 13:04:00,2011-11-29 16:44:00,1478,5,4,5,14,Champions
14555,57,2,324.14,2011-02-10 17:19:00,2011-10-13 16:24:00,130,3,3,2,8,Needs Attention
14557,85,1,788.38,2011-09-15 15:48:00,2011-09-15 15:48:00,510,2,1,3,6,Lost Customers
14560,7,22,2237.77,2010-12-17 09:22:00,2011-12-02 15:22:00,1260,5,5,5,15,Champions
14561,76,3,1080.76,2011-06-08 13:26:00,2011-09-25 12:39:00,1014,2,3,4,9,At Risk
14562,4,18,5074.77,2011-02-08 14:45:00,2011-12-06 11:05:00,1834,5,5,5,15,Champions
14565,96,4,3099.12,2010-12-13 13:25:00,2011-09-05 09:07:00,1540,2,4,5,11,At Risk
14566,111,1,1432.0,2011-08-21 11:05:00,2011-08-21 11:05:00,800,2,1,4,7,Lost Customers
14567,57,2,1530.3600000000001,2011-08-01 13:48:00,2011-10-14 10:21:00,412,3,3,4,10,Needs Attention
14569,1,1,227.39,2011-12-08 14:58:00,2011-12-08 14:58:00,79,5,1,1,7,Potential Loyalists
14570,281,2,218.06,2011-03-04 10:39:00,2011-03-04 10:58:00,95,1,3,1,5,At Risk
14572,3,7,2832.84,2011-01-19 17:23:00,2011-12-06 14:40:00,1428,5,5,5,15,Champions
14573,180,9,1653.42,2010-12-02 19:59:00,2011-06-13 11:15:00,544,1,5,4,10,At Risk
14576,372,1,35.400000000000006,2010-12-02 17:51:00,2010-12-02 17:51:00,12,1,1,1,3,Lost Customers
14577,13,4,859.71,2010-12-12 11:26:00,2011-11-27 12:47:00,353,5,4,3,12,Loyal Customers
14578,3,1,168.63,2011-12-06 17:18:00,2011-12-06 17:18:00,240,5,1,1,7,Potential Loyalists
